author,title,subtitle,year,author_gender,pseudonym,genre,general_genre,genre1,genre2,genre3,genre4,genre5,canon,narration,characters,city,source,separate_edition,has_text,file_name,characters_clean,char_nan,char_дворяне,char_аристократы,char_разночинцы,char_легендарные_исторические_фигуры,char_военные,char_крестьяне,char_купцы,char_чиновники,char_народности_и_этнические_группы,char_криминальный_мир,char_революционеры,char_духовенство,char_творческие_люди,char_рабочие,char_женщины,char_помещики,char_другое,char_горожане,char_сектанты,char_мещане,char_казаки,char_бояре,char_студенты,char_мифическое,char_князья,char_учителя,char_моряки,char_эмигранты,char_придворная_знать,char_семейная_пара,char_рыцари,char_графы,char_слуги,char_врачи,char_ученые,char_types_count,has_char_info
"Апраксин, Александр Дмитриевич",Хищники,роман из столичной уголовной жизни,1908,мужской,0,уголовный роман,криминальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Бебутова, Ольга Михайловна",Хищники,Роман из петербургской жизни,1908,женский,0,детективный,криминальный,,,,,,0,,['nan'],,Петербургский Листок,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Боборыкин, Петр Дмитриевич",Великая разруха,Семейная хроника,1908,мужской,0,соц.-психологический,социальный,,,,,,0,3 лицо,"['дворяне', 'революционеры']",Москва,Отд. изд.,1,0,,"['дворяне', 'революционеры']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Брешко-Брешковский, Николай Николаевич",Гладиаторы наших дней,роман,1908,мужской,0,"социально-психологическйи, борцы",социальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Брешко-Брешковский, Николай Николаевич",Чемпион мира,повесть,1908,мужской,0,"социально-психологическйи, борцы",социальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Каменский, Анатолий Павлович",Люди,роман,1908,мужской,0,"социально-психологический, любовный",социальный,социально-психологический,любовный,бытовой,,,0,3 лицо,"['научное сообщество', 'дворяне']",Санкт-Петербург,Образование,1,1,kamenskij_a_lyudi_1908.txt,"['ученые', 'дворяне']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,True
"Крашенинников, Николай Александрович",Дети,Роман: в 2 ч.,1908,мужской,0,"соц. психологичский, исторический / разные поколения людей",социальный,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Крыжановская (Рочестер), Вера Ивановна",Бенедиктинское аббатство,роман,1908,женский,0,"исторический, средневековье, приключения, готический, мистика, романтика",исторический,исторический,приключенческий,готический,мистический,,0,1 лицо,['воины'],Санкт-Петербург,Отд. изд.,1,1,kryzhanovskaya_v_benediktinskoe_abbatstvo_1908.txt,['военные'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Новиков, Иван Алексеевич",Золотые кресты,роман,1908,мужской,0,"роман о нигилизме, эзотерический, любовный",социальный,идеологический,эзотерический,любовный,психологический,,0,3 лицо,"['творческие люди', 'молодёжь']",Москва,Отд. изд.,1,1,novikov_i_zolotye_kresty_1908.txt,"['творческие люди', 'студенты']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Орловец, П.",От каторги к миллионам,Роман в 2 частях,1908,мужской,1,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Свенцицкий, Валентин Павлович",Антихрист,роман,1908,мужской,0,записки стран. человека; исповедь,,религиозный,философский,психологический,,,0,1 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,1,svenzizkij_v_antikhrist_1908.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Светлов, Валериан Яковлевич",Неравный брак,Роман,1908,мужской,1,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Семёнов, Владимир Иванович",Царица мира,роман-фантазия,1908,мужской,0,"фантастический роман, роман-фантазия, дирижабли, воздухоплавание, катастрофа, утопия, антиутопия, памфлет, любовь, детектив",фантастический,,,,,,0,,['nan'],Санкт-Петербург; Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Сологуб, Федор Кузьмич",Капли крови,1 часть романа-трилогии,1908,мужской,1,"социально-психологический, символистский, любовный, философский, фантастический",социальный,социально-психологический,символистский,любовный,философский,,1,1 и 3 лицо,"['дворяне', 'разночинцы', 'революционеры']",Санкт-Петербург,Шиповник,1,1,sologub_f_kapli_krovi_1908.txt,"['дворяне', 'разночинцы', 'революционеры']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Фёдоров, Александр Митрофанович",Подвиг,Роман,1908,мужской,0,,,,,,,,0,,['nan'],,Современный мир,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Фурман, Петр Романович",Ближний боярин Артемон Сергеевич Матвеев друг царя и народа,исторический роман в 2 частях : с портретами и картинами,1908,мужской,0,исторический,исторический,,,,,,0,3 лицо,"['бояре', 'дворяне']",Санкт-Петербург,Отд. изд.,1,0,,"['бояре', 'дворяне']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Амфитеатров, Александр Валентинович",Сумерки божков,роман,1909,мужской,0,"драма, роман воспитания (карьеры), любовный (?)",воспитания,роман воспитания,социально-психологический,любовный,,,0,3 лицо,['творческие люди'],Санкт-Петербург,Отд. изд.,1,1,amfiteatrov_a_sumerki_bozhkov_1909.txt,['творческие люди'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Анзимиров, Владимир Александрович",Алые розы Востока,роман,1909,мужской,0,исторический,исторический,,,,,,0,,['nan'],,Газета-копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Арнольди, Нина (Анна) Александровна",Василиса,роман,1909,женский,0,"любовный роман, трагедия",любовный,,,,,,0,3 лицо,"['высшее дворянство', 'женщины']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'женщины']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Белый, Андрей",Серебряный голубь,Повесть в семи главах,1909,мужской,1,"символистский, драма",символистский,символистский,социально-психологический,мистический,идеологический,,1,3 лицо,"['крестьяне', 'духовенство', 'сектанты']",,Весы,0,1,belyj_a_serebryanyj_golub_1909.txt,"['крестьяне', 'духовенство', 'сектанты']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Богораз, Владимир Германович",Жертвы дракона,роман,1909,мужской,0,"исторический, этнографический (фентези?), легенды народов севера",исторический,исторический,этнографический,фантастический,фольклорный,,0,3 лицо,"['народы севера', 'племенные общинники']",,Современный мир,0,1,bogoraz_v_zhertvy_drakona_1909.txt,['народности и этнические группы'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Богораз, Владимир Германович",Завоевание вселенной,,1909,мужской,0,"научная фантастика, неоконченый роман",фантастический,фантастический,философский,утопический,,,0,1 лицо,['nan'],Санкт-Петербург,Италия (Сб),1,1,bogoraz_v_zavoevanie_vselennoj_1909.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Брешко-Брешковский, Николай Николаевич",Записки натурщицы,роман,1909,мужской,0,"социально-психологический, светские люди",социальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Будищев, Алексей Николаевич",Бунт совести,роман,1909,мужской,0,"социально-психологический, детективный, дворяне",социальный,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Вербицкая, Анастасия Алексеевна",Ключи счастья,современный роман,1909,женский,0,"светский, любовный",светский,светский,любовный,социально-психологический,феминистский,,0,3 лицо,['разночинцы'],Москва,Отд. изд.,1,1,verbizkaya_a_klyuchi_schastya_1909.txt,['разночинцы'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Измайлов, Александр Алексеевич",Ураган,роман,1909,мужской,0,"любовный, социально-психологический, роман воспитания",любовный,,,,,,0,3 лицо,"['творческие люди', 'горожане']",Москва,Отд. изд.,1,0,,"['творческие люди', 'горожане']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Крыжановская (Рочестер), Вера Ивановна",Адские чары,роман,1909,женский,0,"оккультный, любовный",фантастический,оккультный,любовный,мистический,готический,,0,3 лицо,"['дворяне', 'богема']",,Свет,0,1,kryzhanovskaya_v_adskie_chary_1909.txt,"['дворяне', 'творческие люди']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Маривэ, К.",Семейный разлад,(Повесть),1909,женский,1,семейный,семейный,,,,,,0,3 лицо,['nan'],,Исторический вестник,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Пазухин, Алексей Михайлович",Светлый луч,роман,1909,мужской,0,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Раскатов, Михаил",В когтях дьявола,Роман,1909,мужской,1,"приключенческий, персонажи из цирка",приключенческий,,,,,,0,,['nan'],,Газета-копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Раскатов, Михаил",Антон Кречет,Роман,1909,мужской,1,приключенческий,приключенческий,,,,,,0,3 лицо,['разбойник'],,Газета-копейка,0,0,,['криминальный мир'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Рафалович, Сергй Львович",На весах справедливости,Комментарий к роману,1909,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Светлов, Валериан Яковлевич",Змея и чаша,Роман,1909,мужской,1,семейно-бытовой,семейный,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд. (СС),1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Сологуб, Федор Кузьмич",Королева Ортруда,2 часть романа-трилогии,1909,мужской,1,"социально-психологический, символистский, любовный, философский, фантастический",социальный,символистский,фантастический,философский,социально-психологический,,1,3 лицо,"['дворяне', 'разночинцы', 'революционеры']",Санкт-Петербург,Шиповник,1,1,sologub_f_koroleva_ortruda_1909.txt,"['дворяне', 'разночинцы', 'революционеры']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Травин, Петр Александрович",Волк в овечьей шкуре,Роман,1909,мужской,0,,,,,,,,0,3 лицо,['nan'],,Доля бедняка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Травин, Петр Александрович",Страшный разбойник Дезори – ненавистник женщин,,1909,мужской,0,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Фёдоров, Александр Митрофанович",За океан,,1909,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Амфитеатров, Александр Валентинович",Закат старого века,роман,1910,мужской,0,"хроника (из эпопеи «концы и начала»), исторический",исторический,хроникальный,исторический,бытовой,,,0,3 лицо,"['дворяне', 'чиновники']",Санкт-Петербург,Отд. изд.,1,1,amfiteatrov_a_zakat_starogo_veka_1910.txt,"['дворяне', 'чиновники']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Амфитеатров, Александр Валентинович",Марья Лусьева за границей,повесть,1910,мужской,0,"социально-психологический, уголовный",социальный,социально-психологический,уголовный,нравоописательный,,,0,3 лицо,"['проститутки', 'высшие классы']",,Одесские новости,0,1,amfiteatrov_a_marya_luseva_za_granizej_1910.txt,"['женщины', 'дворяне']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Амфитеатров, Александр Валентинович",Девятидесятники,роман,1910,мужской,0,"семейная хроника (из эпопеи «концы и начала. хроника 1880-1910»), любовный",семейный,,,,,,0,3 лицо,"['дворяне', 'горожане', 'буржуазия']",Санкт-Петербург,Отд. изд.,1,0,,"['дворяне', 'горожане', 'купцы']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Анзимиров, Владимир Александрович",Муть,роман,1910,мужской,0,автобиографический роман,биографический,,,,,,0,,['nan'],,Газета-копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Арцыбашев, Михаил Петрович",У последней черты,роман,1910,мужской,0,"социально-психологический роман, бытовой",социальный,социально-психологический,бытовой,философский,,,0,3 лицо,"['горожане', 'студенты', 'солдаты']",Мюнхен; Лейпциг,Земля,1,1,arzybashev_m_u_poslednej_cherty_1910.txt,"['горожане', 'студенты', 'военные']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,True
"Брешко-Брешковский, Николай Николаевич",Чухонский бог,роман,1910,мужской,0,"социально-психологическйи, борцы",социальный,,,,,,0,,['nan'],Киев,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Волконский, Михаил Николаевич",Жанна де Ламотт,роман,1910,мужской,0,"исторический, авантюрный, уголовный",исторический,исторический,авантюрный,уголовный,биографический,,0,3 лицо,"['аристократия', 'преступный мир']",Санкт-Петербург,Родина,1,1,volkonskij_m_zhanna_de_lamott_1910.txt,"['аристократы', 'криминальный мир']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Ельцова, М.",Отмычки счастья,современный роман-пародия,1910,женский,0,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Каменский, Василий Васильевич",Землянка,роман,1910,мужской,0,антиурбанистический/идиллический,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Крыжановская (Рочестер), Вера Ивановна",В ином мире,роман,1910,женский,0,"утопический, приключенческий, оккультный",утопический,,,,,,0,3 лицо,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Крыжановская (Рочестер), Вера Ивановна",Гнев божий,роман-пенталогия,1910,женский,0,"утопический, эзотерический, оккультный, эпический",утопический,оккультный,эзотерический,фантастический,,,0,3 лицо,"['монахи', 'маги', 'аристократия']",Санкт-Петербург,Отд. изд.,1,1,kryzhanovskaya_v_gnev_bozhij_1910.txt,"['духовенство', 'мифическое', 'аристократы']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,True
"Мейснер, Александр Федорович",Один из Лопуховых,"Отрывки из забытой рукописи, найденной Егором Забиякиным",1910,мужской,0,"биографический, психологический, помещики",биографический,,,,,,0,,['nan'],,Север,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Нагродская, Евдокия Аполлоновна",Гнев Диониса,роман,1910,женский,0,"любовный, авантюрный",любовный,адюльтерный,любовный,психологический,феминистский,,0,1 лицо,"['богема', 'разночинцы', 'творческие люди']",Санкт-Петербург,Отд. изд.,1,1,nagrodskaya_e_gnev_dionisa_1910.txt,"['творческие люди', 'разночинцы']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Окрейц, Станислав Станиславович",Драма 11 марта 1801 г.,Исторический роман в 3-х частях,1910,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Олигер, Николай Фридрихович",Праздник Весны,роман,1910,мужской,0,"эзотерический, философский",философский,,,,,,0,3 лицо,"['творческие люди', 'сектанты']",Санкт-Петербург,Отд. изд.,1,0,,"['творческие люди', 'сектанты']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Пазухин, Алексей Михайлович",Разрушенное счастье,роман,1910,мужской,0,"любовный, бытовой",любовный,,,,,,0,3 лицо,"['служащие', 'разночинцы']",Москва,Отд. изд.,1,0,,"['чиновники', 'разночинцы']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Пазухин, Алексей Михайлович",Буря в стоячих водах,роман,1910,мужской,0,буржуазия,социальный,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Раскатов, Михаил",Из потока,Роман,1910,мужской,1,"авантюрно-приключенческий (с элементами научной фантастики), разбойник",приключенческий,,,,,,0,,['nan'],,Газета-копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Раскатов, Михаил",Кладоискатели,Роман,1910,мужской,1,приключенческий,приключенческий,,,,,,0,,['nan'],,Газета-копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Северцев-Полилов, Георгий Тихонович",Проснулась женщина!,повесть,1910,мужской,1,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Сергеенко, Петр Алексеевич",Андрей Щербина,роман,1910,мужской,0,социально-психологический,социальный,,,,,,0,,['nan'],,Русская мысль,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Травин, Петр Александрович","У денежного шкафа, или Страшная смерть дисконтера",,1910,мужской,0,,,,,,,,0,,['nan'],Москва,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Тыркова, Ариандна Владимировна",Ночью,Повесть,1910,женский,0,,,,,,,,0,,['nan'],,Русская мысль,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Фонвизин, Сергей Иванович",Две жизни. Молодость Муханова,Роман,1910,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Отд. изд.,1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Форш, Ольга Дмитриевна",Дети земли,,1910,женский,0,,,,,,,,0,3 лицо,['nan'],,Русская мысль,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Шлиппенбах, Габриэль",Наследник Субботина,Роман,1910,мужской,0,,,,,,,,0,,['nan'],,Всеобщая библиотека. Бесплатн. прилож. к журн. «Всемирная новь,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Ясинский, Иероним Иеронимович",Жар-птица,роман,1910,мужской,0,,,,,,,,0,,['nan'],,Труд,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Андреев, Леонид Николаевич",Сашка Жегулев,роман в 2-х частях,1911,мужской,0,ироническая фантастика,юмористический,,,,,,0,3 лицо,['nan'],,Шиповник,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Белецкий, Павел Кузьмич",Король тайги,роман,1911,мужской,0,авантюрный,приключенческий,,,,,,0,,['nan'],,Газета-Копейка,0,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Брусянин, Василий Васильевич",Молодежь,роман,1911,мужской,0,исторический,исторический,,,,,,0,3 лицо,['студенты'],Санкт-Петербург,Отд. изд.,1,0,,['студенты'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Брюсов, Валерий Яковлевич",Алтарь Победы,повесть IV века,1911,мужской,0,"символистский, исторический",символистский,,,,,,1,1 лицо,"['аристократия', 'священнослужители']",,Русская мысль,0,0,,"['аристократы', 'духовенство']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True
"Веселкова-Кильштет, Мария Григорьевна",Колычевская вотчина,роман,1911,женский,0,"исторический, семейная хроника",исторический,,,,,,0,3 лицо,['дворяне'],,Исторический вестник,0,0,,['дворяне'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Винниченко, Владимир Кириллович",Честность с собой,повесть,1911,мужской,0,,,,,,,,0,,['nan'],Санкт-Петербург,Земля (сборник),1,0,,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Гиппиус, Зинаида Николаевна",Чертова кукла,Жизнеописание в 33-х главах,1911,женский,0,социально-психологический,социальный,социально-психологический,политический,идеологический,символистский,,0,3 лицо,['nan'],,Русская мысль,0,1,gippius_z_chertova_kukla_1911.txt,['nan'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"Данилин, Иван Андреевич",Николай Жаров,Роман,1911,мужской,0,социально-психологический,социальный,,,,,,0,,['рабочие'],,Москвская газета копейка,0,0,,['рабочие'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
